Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0489,865,344,1209,1958,61.75%,330,816,1146
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0490,980,346,1326,2105,62.99%,403,847,1250
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0491,937,488,1425,2110,67.54%,739,602,1341
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0492,1217,396,1613,2552,63.21%,827,714,1541
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0493,1404,555,1959,3338,58.69%,690,1151,1841
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0494,1079,419,1498,2787,53.75%,184,1253,1437
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0495,1414,376,1790,2488,71.95%,1183,507,1690
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0496,687,549,1235,2325,53.16%,399,780,1179
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0497,91,e,281,1197,2148,55.73%,53,1099,1152
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0498,1069,423,1492,2527,59.04%,490,926,1416
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0499,1433,397,1830,2336,78.34%,1284,459,1743
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0500,1869,651,2520,3698,68.14%,1516,890,2406
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0501,1146,406,1552,2016,76.98%,659,780,1439
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0502,1355,293,1559,2595,63.93%,1233,343,1576
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0503,1397,306,1703,2236,76.16%,1223,387,1610
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0504,1270,482,1752,2318,75.58%,1113,537,1650
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0505,1750,735,2485,4076,60.97%,1049,1256,2305
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0506,1513,696,2209,3544,62.33%,342,1785,2127
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0507,599,319,918,2562,35.83%,196,626,822
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0508,1519,828,2347,4767,49.23%,615,1550,2165
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0509,2504,669,3173,5153,61.58%,1940,1096,3036
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0510,1701,666,2367,3822,61.93%,972,1303,2275
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0511,2933,574,3507,4620,75.91%,2082,1293,3375
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0512,1668,871,2539,4559,55.69%,927,1492,2419
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0513,1754,413,2187,3003,72.16%,1532,539,2071
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0514,2288,613,2899,4378,66.22%,1938,827,2765
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0515,1836,468,2304,3182,72.41%,1789,414,2203
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0516,1316,363,1679,2799,59.99%,800,810,1610
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0517,1610,509,2119,3744,56.60%,879,1140,2019
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0518,1886,676,2562,4049,63.27%,1446,992,2438
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0519,1421,518,1939,3098,62.59%,1282,565,1847
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0520,1788,670,2456,5202,47.21%,360,2024,2384
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0521,1350,578,1928,3070,62.80%,869,980,1849
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0522,1508,464,1972,2815,70.05%,1437,473,1910
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0523,1978,537,2515,4027,62.45%,1494,873,2367
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0524,1392,637,2029,3598,56.39%,529,1405,1934
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0525,1440,574,2014,3260,61.78%,419,1485,1904
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0526,235,157,392,820,47.80%,79,284,363
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0527,156,38,194,580,33.45%,71,110,181
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0528,17,8,25,78,32.05%,1,23,24
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0529,2107,434,2541,3842,66.14%,2050,382,2432
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0530,375,212,587,1236,47.49%,97,439,536
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0531,1234,166,1400,2250,62.22%,998,322,1320
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0532,478,140,618,1058,58.41%,403,201,604
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0533,352,169,521,1164,44.76%,243,244,487
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0534,1895,577,2472,3918,63.09%,1665,685,2350
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0535,132,62,194,413,46.97%,56,123,179
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0536,2104,1053,3157,5637,56.00%,957,2010,2967
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0537,1958,464,2422,3174,76.31%,1678,634,2312
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0538,371,203,574,1332,43.09%,17,535,552
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0539,811,234,1045,1535,68.08%,535,452,987
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0540,997,349,1346,1759,76.52%,479,749,1228
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0541,2157,761,2918,5001,58.35%,453,2318,2771
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0542,1156,406,1562,2654,58.85%,109,1394,1503
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0543,553,321,874,1658,52.71%,208,620,828
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0544,84,54,138,313,44.09%,16,119,135
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0545,2015,468,2483,3949,62.88%,1062,1283,2345
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0546,1524,278,1802,2471,72.93%,1501,244,1745
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0547,1413,270,1683,2534,66.42%,1080,525,1605
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0548,882,395,1277,2339,54.60%,545,687,1232
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0549,1105,447,1552,2786,55.71%,191,1311,1502
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0550,1171,553,1724,3245,53.13%,699,964,1663
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0551,2586,793,3379,4428,76.31%,2500,730,3230
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0552,2090,784,2874,3762,76.40%,2259,495,2754
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0553,962,317,1279,2193,58.32%,464,766,1230
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0554,597,271,868,1774,48.93%,169,664,833
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0555,639,390,1029,2286,45.01%,176,806,982
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0556,759,435,1194,2491,47.93%,229,910,1139
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0557,925,460,1385,2955,46.87%,369,901,1270
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0558,1812,721,2533,4718,53.69%,718,1709,2427
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0559,1901,701,2602,4984,52.21%,566,1918,2484
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0560,290,247,537,1141,47.06%,90,408,498
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0561,1023,624,1647,3138,52.49%,930,627,1557
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0562,222,116,338,691,48.91%,40,271,311
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0563,2069,337,2406,3468,69.38%,1816,486,2302
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0564,1551,526,2077,3240,64.10%,575,1386,1961
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0565,336,148,484,1414,34.23%,75,388,463
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0566,1183,441,1624,3029,53.62%,385,1166,1551
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0567,965,390,1355,2851,47.53%,351,913,1264
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0568,1833,697,2530,3638,69.54%,1568,785,2353
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0569,2027,747,2774,4125,67.25%,1284,1302,2586
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0570,766,278,1044,1598,65.33%,362,602,964
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0571,521,314,835,1950,42.82%,224,563,787
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0572,1522,444,1966,3308,59.43%,820,1044,1864
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0573,489,215,704,1625,43.32%,19,674,693
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0574,112,74,186,391,47.57%,21,156,177
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0575,1905,535,2440,3557,68.60%,1303,1016,2319
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0576,1107,375,1482,2830,52.37%,106,1330,1436
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0577,885,205,1090,1586,68.73%,620,405,1025
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0578,1026,405,1431,1862,76.85%,866,453,1319
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0579,287,181,468,1139,41.09%,81,362,443
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0580,366,108,474,985,48.12%,21,443,464
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0581,456,137,593,1033,57.41%,17,555,572
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0582,543,232,775,1607,48.23%,52,690,742
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0583,433,155,588,1286,45.72%,16,559,575
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0584,367,120,487,1062,45.86%,39,426,465
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0585,829,280,1109,2346,47.27%,58,1012,1070
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0586,1790,790,2580,4521,57.07%,1408,1058,2466
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0587,1204,431,1635,2870,56.97%,503,1063,1566
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0588,1940,606,2546,3780,67.35%,1631,809,2440
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0589,1539,545,2084,3780,55.13%,955,1036,1991
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0590,1230,400,1630,2176,74.91%,1239,303,1542
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0591,651,462,1113,2274,48.94%,256,793,1049
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0592,449,272,721,1446,49.86%,140,547,687
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0593,1551,755,2316,4179,55.42%,885,1300,2185
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0594,1243,316,1559,2578,60.47%,405,1107,1512
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0595,600,299,899,1833,49.05%,127,738,865
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0596,1377,501,1878,3574,52.55%,814,961,1775
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0597,1204,609,1813,3587,50.54%,603,1121,1724
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0598,2389,731,3120,5253,59.39%,1035,1955,2990
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0599,1378,493,1871,3005,62.26%,621,1188,1809
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0600,1602,776,2378,4204,56.57%,758,1491,2249
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0601,2220,670,2890,4151,69.62%,2032,750,2782
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0602,754,234,988,1441,68.56%,651,296,947
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0603,2335,725,3060,4666,65.58%,1691,1242,2933
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0604,1816,375,2191,3189,68.70%,1776,312,2088
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0605,1711,599,2310,4217,54.78%,520,1674,2194
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0606,319,111,430,970,44.33%,11,406,417
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0607,163,51,214,712,30.06%,25,181,206
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0608,156,77,233,570,40.88%,73,146,219
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0609,2037,729,2766,4305,64.25%,1542,1084,2626
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0610,665,343,1008,2086,48.32%,389,545,934
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0611,980,229,1209,2527,47.84%,51,1128,1179
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0612,1927,431,2358,3388,69.60%,1730,511,2241
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0613,937,339,1276,2368,53.89%,204,1014,1218
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0614,1949,645,2594,4566,56.81%,733,1747,2480
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0615,1075,301,1376,2086,65.96%,697,612,1309
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0616,1809,611,2420,3516,68.83%,1556,733,2289
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0617,1704,650,2354,4179,56.33%,748,1502,2250
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0618,1698,545,2243,3801,59.01%,887,1275,2162
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0619,2792,663,3455,4916,70.28%,2474,863,3337
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0620,1747,333,2080,3318,62.69%,1047,930,1977
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0621,536,200,736,1272,57.86%,291,403,694
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0622,2129,591,2720,4562,59.62%,1419,1173,2592
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0623,1960,461,2421,3919,61.78%,1467,839,2306
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0624,297,59,356,456,78.07%,266,75,341
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0625,924,372,1296,1864,69.53%,687,541,1228
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0626,2280,784,3054,4816,63.62%,1564,1339,2903
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0627,935,649,1584,3235,48.96%,399,1104,1503
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0628,716,545,1261,2420,52.11%,409,764,1173
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0629,162,96,258,750,34.40%,30,218,248
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0630,2662,541,3203,4738,67.60%,349,2758,3107
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0631,1841,398,2239,3263,68.62%,1449,685,2134
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0632,4,1,5,241,2.07%,0,5,5
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0633,2285,601,2887,3912,73.80%,1920,843,2763
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0634,1435,499,1934,3259,59.34%,1060,794,1854
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0635,1645,520,2165,3512,61.65%,1561,499,2060
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0636,2303,922,3225,4569,70.58%,2743,357,3100
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0637,1095,423,1518,2591,58.59%,314,1076,1390
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0638,850,348,1198,2310,51.86%,117,1050,1167
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0639,1385,284,1670,2560,65.23%,1255,337,1592
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0640,1619,615,2234,3927,56.89%,1204,940,2144
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0641,1637,683,2320,3840,60.42%,1311,902,2213
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0642,1030,270,1300,1783,72.91%,985,264,1249
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0643,1948,593,2541,4189,60.66%,1144,1294,2438
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0644,2087,689,2776,4446,62.44%,1556,1098,2654
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0645,2145,769,2914,4517,64.51%,1151,1602,2753
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0646,925,399,1324,2422,54.67%,323,927,1250
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0647,1372,526,1898,4349,43.64%,391,1378,1769
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0648,1859,500,2359,3487,67.65%,1609,664,2273
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0649,1549,775,2324,4755,48.87%,546,1659,2205
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0650,2033,819,2852,4039,70.61%,1895,831,2726
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0651,1734,551,2285,3873,59.00%,1175,1002,2177
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0652,1165,545,1710,2979,57.40%,272,1380,1652
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0653,185,110,295,604,48.84%,67,214,281
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0654,2381,698,3079,5063,60.81%,1509,1410,2919
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0655,1959,761,2720,4495,60.51%,1423,1140,2563
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0656,1106,401,1507,2737,55.06%,77,1381,1458
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0657,683,276,959,1487,64.49%,316,594,910
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0658,1299,494,1793,2901,61.81%,1072,649,1721
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0659,2806,733,3539,5161,68.57%,2366,1018,3384
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0660,1575,345,1920,3087,62.20%,185,1674,1859
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0661,1945,774,2720,4363,62.34%,1306,1278,2584
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0662,2267,571,2838,4002,70.91%,2226,497,2723
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0663,1338,448,1786,2340,76.32%,887,755,1642
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0664,909,513,1422,2992,47.53%,239,1105,1344
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0665,1327,360,1687,2354,71.67%,1315,303,1618
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0666,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0667,1109,400,1509,2175,69.38%,1099,334,1433
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0668,1552,719,2271,3669,61.90%,1320,863,2183
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0669,1889,702,2591,3585,72.27%,1719,754,2473
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0670,1996,416,2412,3335,72.32%,1876,429,2305
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0671,1398,588,1986,3198,62.10%,1032,864,1896
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0672,1724,489,2213,3433,64.46%,1485,651,2136
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0673,1525,467,2092,3051,68.57%,1620,391,2011
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0674,2354,610,2964,4228,70.10%,2091,755,2846
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0675,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0676,1087,465,1552,2976,52.15%,550,922,1472
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0677,423,259,682,1300,52.46%,151,477,628
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0678,1164,294,1458,2660,54.81%,144,1258,1402
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0679,1718,529,2247,3542,63.44%,1513,614,2127
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0680,98,17,115,179,64.25%,45,66,111
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0681,e,0,6,4,150.00%,3,3,6
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0682,2112,690,2802,4313,64.97%,1939,753,2692
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0683,82,5,87,302,28.81%,22,60,82
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0684,1580,640,2320,3559,65.19%,1391,822,2213
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0685,139,28,167,285,58.60%,73,75,148
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0686,53,5,58,221,26.24%,16,40,56
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0687,1510,400,1910,2713,70.40%,1215,584,1799
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0688,2333,594,2927,3922,74.63%,2272,545,2817
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0689,725,604,1330,2449,54.31%,542,689,1231
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0690,1957,553,2520,3614,69.73%,1872,534,2406
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0691,2131,551,2682,3690,72.68%,2028,558,2586
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0692,1278,678,1956,3118,62.73%,1337,513,1850
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0693,309,110,419,681,61.53%,109,285,394
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0694,1005,319,1324,2478,53.43%,512,760,1272
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0695,628,315,943,1842,51.19%,537,349,886
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0696,723,312,1035,2027,51.06%,590,413,1003
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0697,1299,552,1851,3238,57.16%,445,1330,1775
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0698,1275,520,1795,3339,53.76%,206,1525,1731
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0699,1276,398,1674,2387,70.13%,1035,521,1556
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0700,726,247,973,1536,63.35%,790,144,934
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0701,208,73,281,614,45.77%,115,143,258
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0702,183,69,252,550,45.82%,38,204,242
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0703,899,528,1427,1943,73.44%,1003,350,1353
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0704,1698,512,2210,3121,70.81%,1747,378,2125
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0705,331,206,537,1513,35.49%,55,468,523
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0706,1248,372,1620,2821,57.43%,569,941,1510
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0707,377,69,446,757,58.92%,263,160,423
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0708,162,98,260,592,43.92%,79,169,248
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0709,2257,528,2785,4136,67.34%,1427,1237,2664
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0710,1132,450,1582,2096,75.48%,852,608,1460
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0711,1978,599,2577,3820,67.46%,1313,1135,2448
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0712,1720,627,2347,4002,58.65%,799,1475,2274
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0713,770,365,1135,2006,56.58%,516,565,1081
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0714,102,28,130,306,42.48%,58,64,122
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0715,553,239,792,1549,51.13%,364,387,751
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0716,1215,419,1635,2720,60.11%,1113,450,1563
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0717,974,232,1206,2082,57.93%,155,1003,1158
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0718,2243,872,3115,4412,70.60%,1960,955,2915
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0719,624,223,847,1644,51.52%,397,402,799
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0720,2498,709,3207,4709,68.10%,2095,959,3054
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0721,1455,603,2059,2926,70.71%,1303,635,1938
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0722,1929,609,2538,4638,54.72%,176,2266,2442
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0723,897,261,1158,1959,59.11%,215,894,1109
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0724,395,146,541,800,67.63%,354,158,512
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0725,976,294,1270,2336,54.37%,473,717,1190
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0726,1271,321,1592,2207,72.13%,1348,192,1540
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0727,981,415,1396,2708,51.55%,362,984,1346
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0728,399,198,597,942,63.38%,353,212,565
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0729,235,49,284,471,60.30%,155,118,273
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0730,1360,406,1766,2435,72.53%,1096,572,1668
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0731,2087,624,2711,4834,56.08%,1079,1518,2597
