Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0616,1809,611,2420,3516,68.83%,1561,732,2293
"Judge, County Criminal Court No. 16",0617,1704,650,2354,4179,56.33%,789,1472,2261
"Judge, County Criminal Court No. 16",0618,1698,545,2243,3801,59.01%,930,1237,2167
"Judge, County Criminal Court No. 16",0619,2792,663,3455,4916,70.28%,2489,857,3346
"Judge, County Criminal Court No. 16",0620,1747,333,2080,3318,62.69%,1065,914,1979
"Judge, County Criminal Court No. 16",0621,536,200,736,1272,57.86%,317,382,699
"Judge, County Criminal Court No. 16",0622,2129,591,2720,4562,59.62%,1450,1147,2597
"Judge, County Criminal Court No. 16",0623,1960,461,2421,3919,61.78%,1480,829,2309
"Judge, County Criminal Court No. 16",0624,297,59,356,456,78.07%,267,76,343
"Judge, County Criminal Court No. 16",0625,924,372,1296,1864,69.53%,687,539,1226
"Judge, County Criminal Court No. 16",0626,2280,784,3054,4816,63.62%,1563,1336,2899
"Judge, County Criminal Court No. 16",0627,935,649,1584,3235,48.96%,420,1089,1509
"Judge, County Criminal Court No. 16",0628,716,545,1261,2420,52.11%,467,710,1177
"Judge, County Criminal Court No. 16",0629,162,96,258,750,34.40%,33,215,248
"Judge, County Criminal Court No. 16",0630,2662,541,3203,4738,67.60%,354,2765,3119
"Judge, County Criminal Court No. 16",0631,1841,398,2239,3263,68.62%,1459,679,2138
"Judge, County Criminal Court No. 16",0632,4,1,5,241,2.07%,0,5,5
"Judge, County Criminal Court No. 16",0633,2285,601,2887,3912,73.80%,1953,815,2768
"Judge, County Criminal Court No. 16",0634,1435,499,1934,3259,59.34%,1086,773,1859
"Judge, County Criminal Court No. 16",0635,1645,520,2165,3512,61.65%,1568,499,2067
"Judge, County Criminal Court No. 16",0636,2303,922,3225,4569,70.58%,2744,359,3103
"Judge, County Criminal Court No. 16",0637,1095,423,1518,2591,58.59%,389,1021,1410
"Judge, County Criminal Court No. 16",0638,850,348,1198,2310,51.86%,110,1054,1164
"Judge, County Criminal Court No. 16",0639,1385,284,1670,2560,65.23%,1264,334,1598
"Judge, County Criminal Court No. 16",0640,1619,615,2234,3927,56.89%,1243,903,2146
"Judge, County Criminal Court No. 16",0641,1637,683,2320,3840,60.42%,1343,880,2223
"Judge, County Criminal Court No. 16",0642,1030,270,1300,1783,72.91%,996,258,1254
"Judge, County Criminal Court No. 16",0643,1948,593,2541,4189,60.66%,1179,1261,2440
"Judge, County Criminal Court No. 16",0644,2087,689,2776,4446,62.44%,1577,1077,2654
"Judge, County Criminal Court No. 16",0645,2145,769,2914,4517,64.51%,1182,1581,2763
"Judge, County Criminal Court No. 16",0646,925,399,1324,2422,54.67%,339,916,1255
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0647,1372,526,1898,4349,43.64%,410,1365,1775
"Judge, County Criminal Court No. 16",0648,1859,500,2359,3487,67.65%,1619,648,2267
"Judge, County Criminal Court No. 16",0649,1549,775,2324,4755,48.87%,583,1630,2213
"Judge, County Criminal Court No. 16",0650,2033,819,2852,4039,70.61%,1895,836,2731
"Judge, County Criminal Court No. 16",0651,1734,551,2285,3873,59.00%,1230,955,2185
"Judge, County Criminal Court No. 16",0652,1165,545,1710,2979,57.40%,279,1381,1660
"Judge, County Criminal Court No. 16",0653,185,110,295,604,48.84%,72,209,281
"Judge, County Criminal Court No. 16",0654,2381,698,3079,5063,60.81%,1593,1345,2938
"Judge, County Criminal Court No. 16",0655,1959,761,2720,4495,60.51%,1459,1116,2575
"Judge, County Criminal Court No. 16",0656,1106,401,1507,2737,55.06%,74,1386,1460
"Judge, County Criminal Court No. 16",0657,683,276,959,1487,64.49%,330,581,911
"Judge, County Criminal Court No. 16",0658,1299,494,1793,2901,61.81%,1095,628,1723
"Judge, County Criminal Court No. 16",0659,2806,733,3539,5161,68.57%,2395,997,3392
"Judge, County Criminal Court No. 16",0660,1575,345,1920,3087,62.20%,199,1661,1860
"Judge, County Criminal Court No. 16",0661,1945,774,2720,4363,62.34%,1336,1255,2591
"Judge, County Criminal Court No. 16",0662,2267,571,2838,4002,70.91%,2250,481,2731
"Judge, County Criminal Court No. 16",0663,1338,448,1786,2340,76.32%,906,741,1647
"Judge, County Criminal Court No. 16",0664,909,513,1422,2992,47.53%,316,1039,1355
"Judge, County Criminal Court No. 16",0665,1327,360,1687,2354,71.67%,1325,302,1627
"Judge, County Criminal Court No. 16",0666,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0667,1109,400,1509,2175,69.38%,1084,347,1431
"Judge, County Criminal Court No. 16",0668,1552,719,2271,3669,61.90%,1354,827,2181
"Judge, County Criminal Court No. 16",0669,1889,702,2591,3585,72.27%,1720,754,2474
"Judge, County Criminal Court No. 16",0670,1996,416,2412,3335,72.32%,1855,449,2304
"Judge, County Criminal Court No. 16",0671,1398,588,1986,3198,62.10%,1065,835,1900
"Judge, County Criminal Court No. 16",0672,1724,489,2213,3433,64.46%,1503,637,2140
"Judge, County Criminal Court No. 16",0673,1525,467,2092,3051,68.57%,1652,369,2021
"Judge, County Criminal Court No. 16",0674,2354,610,2964,4228,70.10%,2124,726,2850
"Judge, County Criminal Court No. 16",0675,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0676,1087,465,1552,2976,52.15%,594,879,1473
"Judge, County Criminal Court No. 16",0677,423,259,682,1300,52.46%,192,443,635
"Judge, County Criminal Court No. 16",0678,1164,294,1458,2660,54.81%,146,1257,1403
"Judge, County Criminal Court No. 16",0679,1718,529,2247,3542,63.44%,1557,581,2138
"Judge, County Criminal Court No. 16",0680,98,17,115,179,64.25%,48,62,110
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0681,e,0,6,4,150.00%,4,2,6
"Judge, County Criminal Court No. 16",0682,2112,690,2802,4313,64.97%,1984,713,2697
"Judge, County Criminal Court No. 16",0683,82,5,87,302,28.81%,26,57,83
"Judge, County Criminal Court No. 16",0684,1580,640,2320,3559,65.19%,1422,797,2219
"Judge, County Criminal Court No. 16",0685,139,28,167,285,58.60%,73,75,148
"Judge, County Criminal Court No. 16",0686,53,5,58,221,26.24%,16,40,56
"Judge, County Criminal Court No. 16",0687,1510,400,1910,2713,70.40%,1232,575,1807
"Judge, County Criminal Court No. 16",0688,2333,594,2927,3922,74.63%,2268,555,2823
"Judge, County Criminal Court No. 16",0689,725,604,1330,2449,54.31%,566,677,1243
"Judge, County Criminal Court No. 16",0690,1957,553,2520,3614,69.73%,1909,498,2407
"Judge, County Criminal Court No. 16",0691,2131,551,2682,3690,72.68%,2026,564,2590
"Judge, County Criminal Court No. 16",0692,1278,678,1956,3118,62.73%,1340,513,1853
"Judge, County Criminal Court No. 16",0693,309,110,419,681,61.53%,107,289,396
"Judge, County Criminal Court No. 16",0694,1005,319,1324,2478,53.43%,536,735,1271
"Judge, County Criminal Court No. 16",0695,628,315,943,1842,51.19%,551,336,887
"Judge, County Criminal Court No. 16",0696,723,312,1035,2027,51.06%,605,398,1003
"Judge, County Criminal Court No. 16",0697,1299,552,1851,3238,57.16%,470,1306,1776
"Judge, County Criminal Court No. 16",0698,1275,520,1795,3339,53.76%,221,1514,1735
"Judge, County Criminal Court No. 16",0699,1276,398,1674,2387,70.13%,1013,544,1557
"Judge, County Criminal Court No. 16",0700,726,247,973,1536,63.35%,792,143,935
"Judge, County Criminal Court No. 16",0701,208,73,281,614,45.77%,119,138,257
"Judge, County Criminal Court No. 16",0702,183,69,252,550,45.82%,45,199,244
"Judge, County Criminal Court No. 16",0703,899,528,1427,1943,73.44%,985,373,1358
"Judge, County Criminal Court No. 16",0704,1698,512,2210,3121,70.81%,1768,366,2134
"Judge, County Criminal Court No. 16",0705,331,206,537,1513,35.49%,57,468,525
"Judge, County Criminal Court No. 16",0706,1248,372,1620,2821,57.43%,579,936,1515
"Judge, County Criminal Court No. 16",0707,377,69,446,757,58.92%,273,149,422
"Judge, County Criminal Court No. 16",0708,162,98,260,592,43.92%,90,159,249
"Judge, County Criminal Court No. 16",0709,2257,528,2785,4136,67.34%,1473,1194,2667
"Judge, County Criminal Court No. 16",0710,1132,450,1582,2096,75.48%,856,600,1456
"Judge, County Criminal Court No. 16",0711,1978,599,2577,3820,67.46%,1322,1128,2450
"Judge, County Criminal Court No. 16",0712,1720,627,2347,4002,58.65%,844,1431,2275
"Judge, County Criminal Court No. 16",0713,770,365,1135,2006,56.58%,525,558,1083
"Judge, County Criminal Court No. 16",0714,102,28,130,306,42.48%,63,60,123
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0715,553,239,792,1549,51.13%,374,374,748
"Judge, County Criminal Court No. 16",0716,1215,419,1635,2720,60.11%,1127,441,1568
"Judge, County Criminal Court No. 16",0717,974,232,1206,2082,57.93%,173,987,1160
"Judge, County Criminal Court No. 16",0718,2243,872,3115,4412,70.60%,1968,958,2926
"Judge, County Criminal Court No. 16",0719,624,223,847,1644,51.52%,418,382,800
"Judge, County Criminal Court No. 16",0720,2498,709,3207,4709,68.10%,2125,935,3060
"Judge, County Criminal Court No. 16",0721,1455,603,2059,2926,70.71%,1293,649,1942
"Judge, County Criminal Court No. 16",0722,1929,609,2538,4638,54.72%,199,2251,2450
"Judge, County Criminal Court No. 16",0723,897,261,1158,1959,59.11%,238,876,1114
"Judge, County Criminal Court No. 16",0724,395,146,541,800,67.63%,352,165,517
"Judge, County Criminal Court No. 16",0725,976,294,1270,2336,54.37%,494,697,1191
"Judge, County Criminal Court No. 16",0726,1271,321,1592,2207,72.13%,1351,192,1543
"Judge, County Criminal Court No. 16",0727,981,415,1396,2708,51.55%,367,980,1347
"Judge, County Criminal Court No. 16",0728,399,198,597,942,63.38%,352,209,561
"Judge, County Criminal Court No. 16",0729,235,49,284,471,60.30%,159,116,275
"Judge, County Criminal Court No. 16",0730,1360,406,1766,2435,72.53%,1107,558,1665
"Judge, County Criminal Court No. 16",0731,2087,624,2711,4834,56.08%,1138,1465,2603
"Judge, County Criminal Court No. 16",0732,791,449,1240,1943,63.82%,704,462,1166
"Judge, County Criminal Court No. 16",0733,55,25,80,303,26.40%,27,50,77
"Judge, County Criminal Court No. 16",0734,2307,556,2863,4294,66.67%,1837,922,2759
"Judge, County Criminal Court No. 16",0735,157,61,218,251,86.85%,114,94,208
"Judge, County Criminal Court No. 16",0736,14,3,17,42,40.48%,0,13,13
"Judge, County Criminal Court No. 16",0737,21,6,27,56,48.21%,21,6,27
"Judge, County Criminal Court No. 16",0738,435,214,649,1497,43.35%,110,520,630
"Judge, County Criminal Court No. 16",0739,978,440,1418,2971,47.73%,619,730,1349
"Judge, County Criminal Court No. 16",0740,280,169,449,1005,44.68%,229,193,422
"Judge, County Criminal Court No. 16",0741,923,262,1185,1895,62.53%,312,810,1122
"Judge, County Criminal Court No. 16",0742,1532,498,2030,2859,71.00%,1248,692,1940
"Judge, County Criminal Court No. 16",0743,54,60,114,234,48.72%,42,65,107
"Judge, County Criminal Court No. 16",0744,1009,444,1453,2103,69.09%,831,541,1372
"Judge, County Criminal Court No. 16",0745,1213,446,1659,2543,65.24%,995,578,1573
"Judge, County Criminal Court No. 16",0746,244,121,365,732,49.86%,167,172,339
"Judge, County Criminal Court No. 16",0747,1746,693,2439,4096,59.55%,1069,1269,2338
"Judge, County Criminal Court No. 16",0748,563,245,808,1556,51.93%,383,391,774
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0749,115,1,116,432,26.85%,19,91,110
"Judge, County Criminal Court No. 16",0750,294,122,416,809,51.42%,227,160,387
"Judge, County Criminal Court No. 16",0751,2931,1013,3944,5893,66.93%,2372,1407,3779
"Judge, County Criminal Court No. 16",0752,659,227,886,1484,59.70%,582,258,840
"Judge, County Criminal Court No. 16",0753,258,53,311,512,60.74%,124,172,296
"Judge, County Criminal Court No. 16",0754,386,262,648,1590,40.75%,39,589,628
"Judge, County Criminal Court No. 16",0755,1782,955,2737,5015,54.58%,994,1605,2599
"Judge, County Criminal Court No. 16",0756,687,309,996,1723,57.81%,319,625,944
"Judge, County Criminal Court No. 16",0757,1867,601,2468,4792,51.50%,413,1973,2386
"Judge, County Criminal Court No. 16",0758,2104,595,2699,3803,70.97%,2029,545,2574
"Judge, County Criminal Court No. 16",0759,1389,375,1764,2779,63.48%,1018,661,1679
"Judge, County Criminal Court No. 16",0760,1219,268,1487,2162,68.78%,1184,246,1430
"Judge, County Criminal Court No. 16",0761,1088,167,1255,1598,78.54%,865,318,1183
"Judge, County Criminal Court No. 16",0762,924,303,1227,1828,67.12%,582,587,1169
"Judge, County Criminal Court No. 16",0763,370,264,634,1249,50.76%,210,392,602
"Judge, County Criminal Court No. 16",0764,2472,677,3149,4827,65.24%,1891,1112,3003
"Judge, County Criminal Court No. 16",0765,2051,874,2925,5742,50.94%,780,2032,2812
"Judge, County Criminal Court No. 16",0766,126,59,185,428,43.22%,41,126,167
"Judge, County Criminal Court No. 16",0767,31,15,46,92,50.00%,22,22,44
"Judge, County Criminal Court No. 16",0768,1479,387,1866,2643,70.60%,1426,358,1784
"Judge, County Criminal Court No. 16",0769,85,14,99,184,53.80%,6,91,97
"Judge, County Criminal Court No. 16",0770,103,42,145,388,37.37%,51,88,139
"Judge, County Criminal Court No. 16",0771,572,210,782,1588,49.24%,343,404,747
"Judge, County Criminal Court No. 16",0772,2805,477,3282,4606,71.25%,2378,752,3130
"Judge, County Criminal Court No. 16",0773,1693,638,2331,4414,52.81%,579,1590,2169
"Judge, County Criminal Court No. 16",0774,150,66,216,426,50.70%,51,160,211
"Judge, County Criminal Court No. 16",0775,50,1,51,102,50.00%,1,49,50
"Judge, County Criminal Court No. 16",0776,1432,538,1970,3276,60.13%,1106,776,1882
"Judge, County Criminal Court No. 16",0777,201,105,306,767,39.90%,80,217,297
"Judge, County Criminal Court No. 16",0778,0,3,3,0,0.00%,1,2,3
"Judge, County Criminal Court No. 16",0779,263,160,423,1019,41.51%,117,274,391
"Judge, County Criminal Court No. 16",0780,170,130,300,666,45.05%,100,177,277
"Judge, County Criminal Court No. 16",0781,1235,612,1847,3782,48.84%,596,1113,1709
"Judge, County Criminal Court No. 16",0782,1048,368,1416,2355,60.13%,844,494,1338
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0783,197,90,287,520,55.19%,21,256,277
"Judge, County Criminal Court No. 16",0784,408,119,527,1062,49.62%,19,491,510
"Judge, County Criminal Court No. 16",0785,1229,357,1586,1896,83.65%,833,681,1514
"Judge, County Criminal Court No. 16",0786,396,177,573,1258,45.55%,194,347,541
"Judge, County Criminal Court No. 16",0787,180,83,263,542,48.52%,85,160,245
"Judge, County Criminal Court No. 16",0788,2,0,2,13,15.38%,2,0,2
"Judge, County Criminal Court No. 16",0789,1377,420,1797,2998,59.94%,1037,690,1727
"Judge, County Criminal Court No. 16",0790,1143,329,1472,2523,58.34%,509,904,1413
"Judge, County Criminal Court No. 16",0791,9,3,12,29,41.38%,3,9,12
"Judge, County Criminal Court No. 16",0792,648,415,1063,1954,54.40%,276,742,1018
"Judge, County Criminal Court No. 16",0793,984,416,1400,2620,53.44%,701,629,1330
"Judge, County Criminal Court No. 16",0794,626,411,1037,3208,32.33%,114,890,1004
"Judge, County Criminal Court No. 16",0795,396,2,398,1281,31.07%,123,247,370
"Judge, County Criminal Court No. 16",0796,1371,465,1836,3041,60.37%,778,1005,1783
"Judge, County Criminal Court No. 16",0797,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0798,222,142,364,521,69.87%,140,205,345
"Judge, County Criminal Court No. 16",0799,58,26,84,171,49.12%,16,67,83
"Judge, County Criminal Court No. 16",0800,1934,730,2664,4216,63.19%,1618,926,2544
"Judge, County Criminal Court No. 16",0801,90,44,134,261,51.34%,49,79,128
"Judge, County Criminal Court No. 16",0802,54,21,75,224,33.48%,19,52,71
"Judge, County Criminal Court No. 16",0803,2665,547,3212,4514,71.16%,2197,884,3081
"Judge, County Criminal Court No. 16",0804,2703,682,3385,5303,63.83%,1781,1476,3257
"Judge, County Criminal Court No. 16",0805,1597,454,2051,2874,71.36%,1564,403,1967
"Judge, County Criminal Court No. 16",0806,1001,324,1325,1889,70.14%,803,474,1277
"Judge, County Criminal Court No. 16",0807,792,349,1141,2163,52.75%,203,902,1105
"Judge, County Criminal Court No. 16",0808,142,57,199,232,85.78%,78,106,184
"Judge, County Criminal Court No. 16",0809,19,7,26,98,26.53%,13,12,25
"Judge, County Criminal Court No. 16",0810,47,31,78,197,39.59%,20,52,72
"Judge, County Criminal Court No. 16",0811,82,68,150,277,54.15%,43,103,146
"Judge, County Criminal Court No. 16",0812,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0813,1742,434,2176,3488,62.39%,972,1125,2097
"Judge, County Criminal Court No. 16",0814,1968,827,2795,5483,50.98%,585,2106,2691
"Judge, County Criminal Court No. 16",0815,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0816,23,10,33,64,51.56%,6,25,31
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0817,2787,550,3337,4700,71.00%,2326,909,3235
"Judge, County Criminal Court No. 16",0818,208,104,312,737,42.33%,73,227,300
"Judge, County Criminal Court No. 16",0819,108,31,139,228,60.96%,69,56,125
"Judge, County Criminal Court No. 16",0820,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0821,362,188,550,1295,42.47%,81,443,524
"Judge, County Criminal Court No. 16",0822,571,185,756,1574,48.03%,32,692,724
"Judge, County Criminal Court No. 16",0823,1339,410,1749,3017,57.97%,943,733,1676
"Judge, County Criminal Court No. 16",0824,1057,410,1467,2762,53.11%,341,1072,1413
"Judge, County Criminal Court No. 16",0825,9,7,1e,21,76.19%,3,12,15
"Judge, County Criminal Court No. 16",0826,177,70,247,355,69.58%,130,97,227
"Judge, County Criminal Court No. 16",0827,218,234,452,1042,43.38%,151,287,438
"Judge, County Criminal Court No. 16",0828,1174,281,1455,1965,74.05%,1107,279,1386
"Judge, County Criminal Court No. 16",0829,101,19,120,235,51.06%,35,78,113
"Judge, County Criminal Court No. 16",0830,2,2,4,2,200.00%,4,0,4
"Judge, County Criminal Court No. 16",0831,8,5,13,36,36.11%,6,6,12
"Judge, County Criminal Court No. 16",0832,124,50,174,364,47.80%,48,117,165
"Judge, County Criminal Court No. 16",0833,3,2,5,20,25.00%,1,4,5
"Judge, County Criminal Court No. 16",0834,142,61,203,388,52.32%,20,179,199
"Judge, County Criminal Court No. 16",0835,87,71,158,311,50.80%,47,104,151
"Judge, County Criminal Court No. 16",0836,128,0,128,248,51.61%,10,108,118
"Judge, County Criminal Court No. 16",0837,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0838,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0839,419,174,593,1190,49.83%,129,438,567
"Judge, County Criminal Court No. 16",0840,829,228,1057,1780,59.38%,359,652,1011
"Judge, County Criminal Court No. 16",0841,1473,475,1948,3431,56.78%,470,1412,1882
"Judge, County Criminal Court No. 16",0842,1338,513,1851,3390,54.60%,760,997,1757
"Judge, County Criminal Court No. 16",0843,595,298,893,1387,64.38%,177,680,857
"Judge, County Criminal Court No. 16",0844,4,0,4,10,40.00%,0,4,4
"Judge, County Criminal Court No. 16",0845,151,13,164,218,75.23%,100,57,157
"Judge, County Criminal Court No. 16",0846,51,22,83,229,36.24%,6,75,81
"Judge, County Criminal Court No. 16",0847,993,330,1323,2310,57.27%,371,901,1272
"Judge, County Criminal Court No. 16",0848,1011,201,1212,1875,64.64%,380,769,1149
"Judge, County Criminal Court No. 16",0849,731,455,1186,2272,52.20%,372,734,1106
"Judge, County Criminal Court No. 16",0850,129,19,148,208,71.15%,61,80,141
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0851,1885,441,2326,3597,64.66%,1521,702,2223
"Judge, County Criminal Court No. 16",0852,0,0,0,1,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0853,1637,487,2124,2986,71.13%,1558,481,2039
"Judge, County Criminal Court No. 16",0854,40,19,59,175,33.71%,11,46,57
"Judge, County Criminal Court No. 16",0855,7,2,9,21,42.86%,4,4,8
"Judge, County Criminal Court No. 16",0856,0,3,3,0,0.00%,0,1,1
"Judge, County Criminal Court No. 16",0857,0,0,0,1,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0858,121,35,156,334,46.71%,5,142,147
"Judge, County Criminal Court No. 16",0859,391,143,534,945,56.51%,121,387,508
"Judge, County Criminal Court No. 16",0860,1,1,2,0,0.00%,0,2,2
"Judge, County Criminal Court No. 16",0861,777,272,1049,1941,54.04%,170,842,1012
"Judge, County Criminal Court No. 16",0862,1989,508,2497,3739,66.78%,1456,948,2404
"Judge, County Criminal Court No. 16",0863,192,64,256,581,44.06%,15,236,251
"Judge, County Criminal Court No. 16",0864,693,574,1267,2708,46.79%,320,880,1200
"Judge, County Criminal Court No. 16",0865,9,2,11,21,52.38%,1,10,11
"Judge, County Criminal Court No. 16",0866,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0867,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0868,736,495,1231,2446,50.33%,344,823,1167
"Judge, County Criminal Court No. 16",0869,165,55,220,480,45.83%,31,183,214
"Judge, County Criminal Court No. 16",0870,0,2,2,0,0.00%,2,0,2
"Judge, County Criminal Court No. 16",0871,2,1,3,3,100.00%,1,2,3
"Judge, County Criminal Court No. 16",0872,16,6,22,68,32.35%,12,10,22
"Judge, County Criminal Court No. 16",0873,296,111,407,778,52.31%,98,297,395
"Judge, County Criminal Court No. 16",0874,1681,670,2351,3294,71.37%,1681,575,2256
"Judge, County Criminal Court No. 16",0875,1947,501,2448,3592,68.15%,1163,1194,2357
"Judge, County Criminal Court No. 16",0876,1945,577,2522,3485,72.37%,1730,686,2416
"Judge, County Criminal Court No. 16",0877,1803,528,2331,3651,63.85%,901,1350,2251
"Judge, County Criminal Court No. 16",0878,685,110,795,1039,76.52%,636,126,762
"Judge, County Criminal Court No. 16",0879,1215,413,1628,2843,57.26%,677,881,1558
"Judge, County Criminal Court No. 16",0880,1354,471,1825,2467,73.98%,1341,413,1754
"Judge, County Criminal Court No. 16",0881,2465,927,3392,5638,60.16%,912,2370,3282
"Judge, County Criminal Court No. 16",0882,1952,595,2547,4317,59.00%,779,1656,2435
"Judge, County Criminal Court No. 16",0883,2252,928,3180,5613,56.65%,601,2463,3064
"Judge, County Criminal Court No. 16",0884,149,55,204,396,51.52%,30,169,199
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0885,1570,323,1893,2811,67.34%,1060,765,1825
"Judge, County Criminal Court No. 16",0886,495,152,647,906,71.41,%,345,244,589
"Judge, County Criminal Court No. 16",0887,234,95,329,492,66.87%,168,128,296
"Judge, County Criminal Court No. 16",0888,817,289,1106,1867,59.24%,363,700,1063
"Judge, County Criminal Court No. 16",0889,113,28,141,238,59.24%,44,88,132
"Judge, County Criminal Court No. 16",0890,445,98,543,1214,44.73%,229,272,501
"Judge, County Criminal Court No. 16",0891,753,194,947,1376,68.82%,334,555,889
"Judge, County Criminal Court No. 16",0892,420,123,543,900,60.33%,188,319,507
"Judge, County Criminal Court No. 16",0893,1,4,5,9,55.56%,2,3,5
"Judge, County Criminal Court No. 16",0894,801,305,1106,2087,52.99%,158,911,1069
"Judge, County Criminal Court No. 16",0895,417,252,669,834,80.22%,278,324,602
"Judge, County Criminal Court No. 16",0896,838,254,1092,1467,74.44%,365,659,1024
"Judge, County Criminal Court No. 16",0897,812,365,1177,1766,66.65%,614,504,1118
"Judge, County Criminal Court No. 16",0898,792,301,1093,1821,60.02%,447,611,1058
"Judge, County Criminal Court No. 16",0899,746,165,911,1264,72.07%,564,320,884
"Judge, County Criminal Court No. 16",0900,7,0,7,12,58.33%,1,6,7
"Judge, County Criminal Court No. 16",0901,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0902,1310,361,1671,2217,75.37%,848,695,1543
"Judge, County Criminal Court No. 16",0903,1314,354,1668,2558,65.21%,1207,401,1608
"Judge, County Criminal Court No. 16",0904,2,0,2,8,25.00%,1,1,2
"Judge, County Criminal Court No. 16",0905,390,136,526,946,55.60%,211,295,506
"Judge, County Criminal Court No. 16",0906,19,3,22,28,78.57%,13,9,22
"Judge, County Criminal Court No. 16",0907,53,37,90,201,44.78%,8,80,88
"Judge, County Criminal Court No. 16",0908,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0909,7,1,8,21,38.10%,3,5,8
"Judge, County Criminal Court No. 16",0910,78,37,115,236,48.73%,45,63,108
"Judge, County Criminal Court No. 16",0911,237,63,300,576,52.08%,195,96,291
"Judge, County Criminal Court No. 16",0912,712,167,879,1341,65.55%,515,317,832
"Judge, County Criminal Court No. 16",0913,102,12,114,241,47.30%,22,89,111
"Judge, County Criminal Court No. 16",0914,42,0,42,124,33.87%,10,29,39
"Judge, County Criminal Court No. 16",0915,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0916,1472,308,1780,2205,80.73%,1336,363,1699
"Judge, County Criminal Court No. 16",0917,33,9,42,147,28.57%,4,33,37
"Judge, County Criminal Court No. 16",0918,3,1,4,7,57.14%,1,3,4
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Linda Garcia,DEM Darrell William Jordan,Totals
"Judge, County Criminal Court No. 16",0919,1,0,1,1,100.00%,1,0,1
"Judge, County Criminal Court No. 16",0920,41,13,54,79,68.35%,33,19,52
"Judge, County Criminal Court No. 16",0921,27,6,33,61,54.10%,6,27,33
"Judge, County Criminal Court No. 16",0922,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0923,2331,350,2681,3536,75.82%,1990,628,2618
"Judge, County Criminal Court No. 16",0924,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0925,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0926,550,149,699,967,72.29%,471,194,665
"Judge, County Criminal Court No. 16",0927,966,173,1139,1771,64.31%,572,489,1061
"Judge, County Criminal Court No. 16",0928,4,1,5,7,71.43%,0,5,5
"Judge, County Criminal Court No. 16",0929,0,0,0,0,0.00%,0,0,0
"Judge, County Criminal Court No. 16",0930,217,83,300,606,49.50%,21,266,287
"Judge, County Criminal Court No. 16",0931,87,28,115,141,81.56%,50,53,103
"Judge, County Criminal Court No. 16",0932,0,1,1,0,0.00%,0,1,1
"Judge, County Criminal Court No. 16",0933,297,93,390,668,58.38%,120,254,374
